User_ID,Book_ID,Book_Title,Recommendation_Score
276927,0671718177,This Other Eden,10.0
276927,0375502971,"A Dog Year: Twelve Months, Four Dogs, and Me",8.0
276927,0340606517,Unknown Title,8.0
276927,0749399902,Unknown Title,7.0
276927,042510107X,Red Storm Rising,6.0
276928,0671027492,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",10.0
276928,0671024345,"Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)",10.0
276928,0708823203,Innocent voices in my ear,9.0
276928,0552996874,Unknown Title,7.0
276929,2253061433,La Confusion des sentiments,10.0
276929,2070744833,LA Premiere Gorgee De Biere Et Autres Plaisirs Minuscules (L'arpenteur),10.0
276929,2277118974,"Un Seul Ennui, Les Jours Raccourcissent",10.0
276929,202025462X,Hygiene De Lassassin,10.0
276929,1854372181,Turner on the Loire,10.0
276934,038550120X,A Painted House,10.0
276934,0552546933,Unknown Title,10.0
276934,0380005239,Go Ask Alice (Avon/Flare Book),10.0
276934,0609804138,The Sweet Potato Queens' Book of Love,10.0
276934,074343627X,Dreamcatcher,10.0
276936,3423105518,Name Der Rose,10.0
276936,3404118839,Das Pharao- Komplott.,8.0
276936,3815723728,Das kleine Duftzauberbuch. Von der Welt der DÃ?Â¼fte und Aromen.,8.0
276936,3404141970,Wolfsherz.,7.0
276936,3596156963,Anleitung zum Unschuldigsein. Das Ã?Â?bungsbuch fÃ?Â¼r ein schlechtes Gewissen.,7.0
276939,2253170372,La Maison du clair de lune,9.999999999999998
276939,2226108629,Et nous nous reverrons--,9.999999999999998
276939,2253076406,Nous n'irons plus au bois,9.999999999999998
276939,2253143774,Ce que vivent les roses,9.999999999999998
276939,2266107275,La Loi Du Plus Faible / The Law of Weakest,9.999999999999998
276954,3518387626,Gesammelte Gedichte.,10.0
276954,3518401270,"Mein Herz, mein Zimmer, mein Name",10.0
276954,3518410504,Allerseelen.,10.0
276954,3518412167,Requiem fÃ?Â¼r Ernst Jandl.,10.0
276954,3530267198,Unknown Title,10.0
276957,0399147101,Potshot,10.0
276957,0312971346,High Five (A Stephanie Plum Novel),9.0
276957,0312265867,To the Nines: A Stephanie Plum Novel,8.0
276957,0345340884,Foundation Trilogy,8.0
276957,0060929790,One Hundred Years of Solitude,8.0
276984,038550120X,A Painted House,10.0
276984,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
276984,0552546933,Unknown Title,10.0
276984,0380005239,Go Ask Alice (Avon/Flare Book),10.0
276984,0451171861,Immoral Certainty,10.0
276988,0440221315,The Gift,8.0
276988,0380769557,Autumn Lover,7.0
276990,0374503486,The Memoirs of Hadrian,10.000000000000002
276990,038550120X,A Painted House,10.0
276990,0552546933,Unknown Title,10.0
276990,0380005239,Go Ask Alice (Avon/Flare Book),10.0
276990,0609804138,The Sweet Potato Queens' Book of Love,10.0
276992,0425146812,Second Nature,10.0
276992,0393058506,The Great Unraveling: Losing Our Way in the New Century,10.0
276992,042513699X,Turtle Moon,10.0
276992,0156010593,All the Names,10.0
276992,3555010022,Unknown Title,10.0
276998,0804114609,Patty Jane's House of Curl,10.0
276998,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
276998,0679731725,The Remains of the Day (Vintage International),10.0
276998,0385490445,Alias Grace : A Novel,10.0
276998,0385504209,The Da Vinci Code,10.0
277007,8882462870,Una Lunga Notte,8.0
277007,8804427493,Unknown Title,8.0
277007,8807812339,Unknown Title,8.0
277007,8806147226,In tutti i sensi come l'amore (Stile libero),8.0
277007,8804458070,Il mio nome a memoria: Romanzo (Scrittori italiani e stranieri),8.0
277009,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10.0
277009,1583224912,Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon,10.0
277009,0804114986,The Bonesetter's Daughter,10.0
277009,0306810336,Jazz in the Bittersweet Blues of Life,10.0
277009,0807063193,Eva's Man (Black Women Writers Series),10.0
277010,3404102320,Ich hab mein Herz im WÃ?Â¤schekorb verloren.,9.0
277010,0345394755,A Son of the Circus,9.0
277010,0553270931495,Unknown Title,9.0
277010,3423122102,Unknown Title,8.0
277010,3518382543,Ich habe den englischen KÃ?Â¶nig bedient. Roman.,8.0
277012,0446532231,"Dude, Where's My Country?",10.0
277012,0439042445,I Spy Treasure Hunt: A Book of Picture Riddles (I Spy Books),10.0
277012,0393316041,"\""Surely You're Joking, Mr. Feynman!\"": Adventures of a Curious Character",10.0
277012,0140119000,In Trouble Again,10.0
277012,039457656X,Road Fever: A High-Speed Travelogue,10.0
277018,0932379451,More Dykes to Watch Out for (Dykes to Watch Out for),10.0
277018,067974066X,"Flow My Tears, the Policeman Said",10.0
277018,0740713922,The Dog Is Not a Toy: House Rule #4,10.0
277018,0880387793,The Complete Fighter's Handbook: Player's Handbook : Rules Supplement (Advanced Dungeons & Dragons Player's Handbook/Rules Supplement),10.0
277018,1571458735,Uncle John's Ahh-Inspiring Bathroom Reader (Bathroom Reader Series),10.0
277028,044166251X,"Phule's Company (Phule's Company, No 1)",10.0
277028,0807572632,"Schoolhouse Mystery (Boxcar Children, No 10)",10.0
277028,0807580872,"Tree House Mystery (Boxcar Children Series, No 14)",10.0
277028,0807508527,"The Boxcar Children (Boxcar Children, No 1)",10.0
277028,0807552933,"Mountain Top Mystery (Boxcar Childrens Series, No 9)",10.0
277031,0684801051,TIME AND AGAIN,10.0
277031,1572243422,Loving Someone With Bipolar Disorder,10.0
277031,0140049975,East of Eden,10.0
277031,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10.0
277031,0451519345,House of the Seven Gables,10.0
277032,0553581554,The Killing Game: Only One Can Win...and the Loser Dies,10.0
277032,0553582127,The Search,10.0
277032,0553578022,The Face of Deception,10.0
277032,0671867156,Pretend You Don't See Her,10.0
277032,0671025589,"Weep No More, My Lady",10.0
277036,9727591965,Unknown Title,8.0
277036,0833531654,Dragons of Spring Dawning (Dragonlance Saga Novel: Chronicles (Books)),7.0
277042,0804114986,The Bonesetter's Daughter,5.0
277048,3442439035,Brandherd,10.0
277048,3453122348,Der Club der Teufelinnen.,10.0
277048,0330492047,The Hitch Hiker's Guides: a Trilogy in Four Parts: a Trilogy in Four Parts (The Hitch Hiker's Guide to the Galaxy),10.0
277048,345321093X,Der Ruf der Wellen.,10.0
277048,0553282980,Dead Poets Society,10.0
277053,0451147367,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",10.0
277053,0345335082,Dragonquest (Dragonquest),10.0
277053,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
277053,0425092178,Strangers,10.0
277053,0807593664,"The Yellow House Mystery (Boxcar Children Series, No 3)",10.0
277056,3442131340,Ein Fall fÃ?Â¼r Kay Scarpetta / Ein Mord fÃ?Â¼r Kay Scarpetta. Zwei Romane in einem Band.,10.0
277056,344275044X,Schneeland.,10.0
277056,3446200525,Der Welt den RÃ?Â¼cken.,10.0
277056,3453007867,Friedhof der Kuscheltiere. Roman.,10.0
277056,3453020219,Die Drei Lichter Der Kleinen Veronica,10.0
277058,8424627014,Unknown Title,10.0
277058,8481301701,Unknown Title,10.0
277058,8483009846,Unknown Title,10.0
277058,8478884459,Harry Potter y la piedra filosofal,10.0
277058,8423334759,Unknown Title,9.0
277072,0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,9.0
277072,0451191137,Anthem,8.0
277072,0140386645,The Westing Game (Now in Speak!),8.0
277072,0425190927,The Wife Test,7.000000000000001
277072,156947012X,The Liar,6.0
277085,185326041X,The Great Gatsby,10.0
277085,0330338811,Unknown Title,10.0
277085,033033882X,Unknown Title,10.0
277085,0671019341,The Eagle Has Landed,10.0
277085,0140258574,Mouse on the Mile (Green Mile S.),10.0
277087,8423325105,NADA,10.0
277087,8467004509,Unknown Title,10.0
277087,8432216062,El Perfume: Historia De UN Asesino,9.0
277087,8440627203,El mÃ©dico,9.0
277087,8439582471,Unknown Title,8.0
277090,3404139585,Der Green Mile,10.0
277090,3551551677,Harry Potter und der Stein der Weisen,10.0
277090,3551551685,Harry Potter und die Kammer des Schreckens,10.0
277090,3551551693,Harry Potter und der Gefangene von Azkaban,10.0
277090,3551551936,Harry Potter Und Der Feuerkelch,10.0
277094,0812530055,A College of Magics,10.0
277094,1576739899,Light in the Shadow of Jihad : The Struggle for Truth,10.0
277094,0060242531,Am I Blue?: Coming Out from the Silence,10.0
277094,067172066X,Warrior's Apprentice,10.0
277094,1593080484,Persuasion,10.0
277107,0062502182,The Alchemist: A Fable About Following Your Dream,10.0
277107,0679438823,The Matisse Stories,10.0
277107,0066210852,"The Blue Bear: A True Story of Friendship, Tragedy, and Survival in the Alaskan Wilderness",10.0
277107,1400031087,A Million Little Pieces,10.0
277107,0871401738,Rashomon and Other Stories,9.0
277109,0964631601,Pierced By A Sword,10.0
277109,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),10.0
277109,671781618,Unknown Title,10.0
277109,0061020648,Guards! Guards! (Discworld Novels (Paperback)),10.0
277109,0440240891,The Hope Valley Hubcap King,10.0
277116,3518100319,Der Kaukasische Kreidekreis,9.0
277116,3150006597,Antigone,8.0
277116,3499233347,HÃ?Â¶chste Zeit. Roman.,8.0
277116,8423998657,Las Bicicletas Son Para El Verano,7.0
277116,3379015180,Schlafes Bruder,3.0
277128,0099283921,Unknown Title,10.0
277128,0749932058,Ex-appeal,10.0
277128,0413531309,Growing Pains of Adrian Mole,10.0
277128,0330332775,Bridget Jones's Diary,10.0
277128,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),10.0
277134,039914840X,Three Fates,10.0
277134,0399151060,"Remember When (Roberts, Nora)",10.0
277134,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
277134,0590926675,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",10.0
277134,0689800843,Running Out of Time,10.0
277135,0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,10.0
277135,1569470154,The Queen and I,10.0
277135,0679741135,The Official Politically Correct Dictionary and Handbook,10.0
277135,0553569155,Seinlanguage,10.0
277135,0060169028,The Christmas Cookbook (Little Kitchen Collection),10.0
277139,1577344715,It Takes an Angel: A Novel,10.0
277139,1577347242,An Angel in Time,10.0
277139,1586214055,Four Blind Mice,10.0
277139,0373708122,"It Happened In Texas (Guaranteed Page-Turner) (Harlequin Superromance, 812)",10.0
277139,1593551649,Separate Beds,10.0
277165,8484037266,Viaje Al Centro de La Tierra,8.0
277165,848450767X,Una Rosa Para Emily y Miss Zil,6.0
277165,8401570557,Mala Indole,5.0
277168,0451172817,Needful Things,10.0
277168,0451170385,Four Past Midnight,10.0
277168,0375700757,Cold Mountain : A Novel,10.0
277168,0451132378,Pet Sematary,10.0
277168,031092412X,Unknown Title,10.0
277170,014016930X,Angle of Repose (Contemporary American Fiction),10.0
277170,0704338238,Love and Friendship: And Other Early Works,10.0
277170,0425158616,Cause of Death,10.0
277170,684874350,Unknown Title,10.0
277170,0670821969,Place I'Ve Never Been,10.0
277171,0486264637,Five Great Short Stories (Dover Thrift Editions),5.0
277179,044651652X,The Bridges of Madison County,3.0
277186,0553273914,The House of the Spirits,10.0
277186,0006547834,Miss Smillas Feeling for Snow,10.0
277186,0671028367,Deadly Decisions,9.0
277186,0140266771,Larry's Party,9.0
277186,0552137030,Unknown Title,9.0
277187,0385143133,Cat people (A Dolphin book),7.000000000000001
277187,0452281555,"Taking the High Road : How to Cope With Your Ex-Husband, Maintain Your Sanity, and Raise Your Child in Peace",5.0
277187,01402.8009X,Unknown Title,4.0
277188,0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),10.0
277188,0385485662,The One to One Future: Building Relationships One Customer at a Time (One to One),10.0
277188,0316603287,The Lake House,10.0
277188,0590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),10.0
277188,0525938028,A Case of Need,10.0
277189,038550120X,A Painted House,10.0
277189,0552546933,Unknown Title,10.0
277189,0380005239,Go Ask Alice (Avon/Flare Book),10.0
277189,0609804138,The Sweet Potato Queens' Book of Love,10.0
277189,074343627X,Dreamcatcher,10.0
277196,0451458923,"Summer Knight (The Dresden Files, Book 4)",10.0
277196,067697175X,Unknown Title,10.0
277196,0553287737,The Bourne Ultimatum,10.0
277196,0525947299,No Second  Chance,10.0
277196,0451526996,Moby-Dick (Signet Classics (Paperback)),10.0
277203,0142004235,East of Eden (Oprah's Book Club),10.0
277203,0307100154,The Poky Little Puppy's Busy Counting Book (Super Shape),10.0
277203,0590085301,Family Nobody Wanted,10.0
277203,0394923952,"In a People House, (Bright & Early Book, Be12)",10.0
277203,0590406191,The Trumpet of the Swan,9.0
277205,0399146113,It's Not About the Bike: My Journey Back to Life,10.0
277205,0345323890,Queen of Sorcery (Belgariad (Paperback)),10.0
277205,0884046818,Battlefield Earth: A Saga of the Year 3000,10.0
277205,0140042210,A Portrait of the Artist As a Young Man,10.0
277205,0553562614,Snow Crash,10.0
277220,0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,10.0
277220,0316096199,Lucky : A Memoir,8.0
277220,0671748416,The Way Men Act: A Novel,8.0
277220,0345396685,When Christ and His Saints Slept,8.0
277220,0375403582,Rules of the Wild,8.0
277221,0140144463,The Cornish Trilogy,10.0
277221,0370009924,Unknown Title,10.0
277221,0374504938,The White Goddess : A Historical Grammar of Poetic Myth,10.0
277221,0374516642,King Jesus : A Novel,10.0
277221,0375816119,Ug: Boy Genius of the Stone Age and His Search for Soft Trousers,10.0
277228,0836270061,"Magic Eye, Vol. 1",10.0
277228,0316286850,Making Faces,10.0
277228,0399151761,Battle Ready,10.0
277228,0517887592,The New Apartment Book,10.0
277228,0743226844,Mama Gena's School of Womanly Arts : Using the Power of Pleasure to Have Your Way with the World,10.0
277230,0393049256,The Sleep-Over Artist: Fiction,4.0
277235,0140280464,My Year of Meats,9.0
277235,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),9.0
277237,0099771519,Memoirs of a Geisha Uk,10.0
277237,0446673544,Sex & the City,10.0
277237,0142000213,Bridget Jones's Guide to Life,9.0
277237,0451203895,4 Blondes,8.0
277237,0399150749,The Opposite of Fate: A Book of Musings,8.0
277240,059030271X,Charlotte's Web,10.0
277240,0553575384,To Say Nothing of the Dog,10.0
277240,0020868308,"Mere Christianity: A revised and enlarged edition, with a new introduction, of the three books, The case for Christianity, Christian behaviour, and Beyond personality",10.0
277240,0020868707,Unknown Title,10.0
277240,0140178406,Aunt Dimity's Death (Aunt Dimity (Paperback)),10.0
277243,0425104346,Darkfall,10.0
277243,0449213943,All Quiet on the Western Front,10.0
277243,0425119920,Strangers,10.0
277243,078686298X,The Big Picture,10.0
277243,0553582909,Icebound,10.0
277244,0306806444,Ascension: John Coltrane and His Quest,10.0
277244,0963638904,The Owner's Manual for the Brain: Everyday Applications from Mind-Brain Research,10.0
277244,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,9.0
277244,0446532231,"Dude, Where's My Country?",9.0
277244,0449907481,A Thousand Acres (Ballantine Reader's Circle),9.0
277249,0679741135,The Official Politically Correct Dictionary and Handbook,10.0
277249,880781382,Unknown Title,10.0
277249,8879835831,Unknown Title,8.0
277249,8804308494,Unknown Title,7.0
277249,8807809672,Unknown Title,7.0
277253,014044100X,The Epic of Gilgamesh: An English Version With an Introduction (Penguin Classics),10.0
277253,0374453098,Moominvalley in November,10.0
277253,0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",10.0
277253,1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),10.0
277253,0671880187,Kitchen,10.0
277257,0452279178,"Wizard and Glass (The Dark Tower, Book 4)",10.000000000000002
277257,0452261368,Beloved: A Novel (Plume Contemporary Fiction),10.0
277257,0671797050,FIRST WIVES CLUB,10.0
277257,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),10.0
277257,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),9.0
277269,1577344715,It Takes an Angel: A Novel,10.0
277269,1577347242,An Angel in Time,10.0
277269,1586214055,Four Blind Mice,10.0
277269,1593551649,Separate Beds,10.0
277269,0803295588,Billy the Kid: A Short and Violent Life,10.0
277272,9722103083,Unknown Title,10.0
277272,0140176616,Asta's Book,10.0
277272,9722014730,Unknown Title,10.0
277272,9724135373,Unknown Title,8.0
277272,9727111564,Unknown Title,8.0
277274,0060938455,Fast Food Nation: The Dark Side of the All-American Meal,10.0
277274,0449005615,Seabiscuit: An American Legend,10.0
277274,0140549951,Guinea Pigs Don't Read Books (A Puffin Unicorn),10.0
277274,0395837332,Pretzel,10.0
277274,0439079462,The Hallo-Wiener,10.0
277281,0380001411,Christy,10.0
277281,0152480099,"Lives of the Writers: Comedies, Tragedies (and What the Neighbors Thought)",10.0
277281,0345335902,Wizard of Oz (Oz),10.0
277281,0380698919,Julie,10.0
277281,0785266445,The King's Daughter Becoming The Woman God Created You To Be,10.0
277284,0671023187,Term Limits,10.0
277284,0446609404,Cradle and All,10.0
277284,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,10.0
277284,3404143485,Die Versuchung.,10.0
277284,0552145424,Unknown Title,10.0
277285,0441718515,Codgerspace,10.0
277285,0393303217,The Choking Doberman: And Other Urban Legends,10.0
277285,055357325X,The Seventh Gate (Death Gate Cycle (Paperback)),10.0
